APthreshold.hoc:  ilow=20  istep=10  nsteps=35  verbosedata=0  useCellType=WT-2005  

Time (ms)	20 pA	30 pA	40 pA	50 pA	60 pA	70 pA	80 pA	90 pA	100 pA	110 pA	120 pA	130 pA	140 pA	150 pA	160 pA	170 pA	180 pA	190 pA	200 pA	210 pA	220 pA	230 pA	240 pA	250 pA	260 pA	270 pA	280 pA	290 pA	300 pA	310 pA	320 pA	330 pA	340 pA	350 pA	360 pA	
72.800000	-57.961343	-56.941679	-55.921236	-54.899464	-53.875418	-52.847482	-51.812860	-50.766636	-49.699855	-48.595140	-47.414443	-46.050249	-11.218451	-46.741692	-43.795068	-40.548105	-8.567491	-77.238279	-66.552792	-57.090584	-50.851702	-46.602274	-43.397657	-40.414412	-35.018572	18.347567	-5.440396	-13.375678	-35.853219	-77.827539	-76.239985	-73.460484	-70.091170	-66.468253	-62.825566	
72.900000	-57.961342	-56.941677	-55.921235	-54.899462	-53.875417	-52.847483	-51.812867	-50.766656	-49.699904	-48.595259	-47.414745	-46.051174	-11.526749	-46.634129	-43.731474	-40.347177	-9.792927	-76.714254	-65.588295	-56.305381	-50.261511	-46.143879	-42.998309	-39.924027	-32.509891	10.195193	-7.412851	-14.961621	-63.126979	-77.653935	-75.541712	-72.489815	-68.934985	-65.211457	-61.531881	
73.000000	-57.961341	-56.941676	-55.921233	-54.899461	-53.875416	-52.847484	-51.812874	-50.766676	-49.699954	-48.595378	-47.415047	-46.052096	-11.832544	-46.530881	-43.668645	-40.125205	-10.916130	-76.124042	-64.632157	-55.546808	-49.695328	-45.703139	-42.604885	-39.391953	-26.288390	4.755853	-9.132781	-16.895738	-74.534047	-77.246306	-74.760456	-71.456287	-67.742215	-63.942008	-60.243643	
73.100000	-57.961340	-56.941674	-55.921231	-54.899459	-53.875416	-52.847486	-51.812882	-50.766696	-49.700003	-48.595497	-47.415347	-46.053015	-12.131803	-46.431736	-43.606507	-39.877743	-11.973763	-75.471529	-63.688227	-54.814923	-49.152378	-45.278760	-42.214333	-38.796592	2.734990	0.782140	-10.688736	-19.916193	-77.382035	-76.712949	-73.901532	-70.368156	-66.521691	-62.667290	-58.966342	
73.200000	-57.961339	-56.941673	-55.921230	-54.899458	-53.875415	-52.847488	-51.812889	-50.766716	-49.700053	-48.595615	-47.415647	-46.053931	-12.437037	-46.336495	-43.544998	-39.596958	-13.002922	-74.761063	-62.759775	-54.109621	-48.631839	-44.869425	-41.823610	-38.104125	38.435638	-2.283672	-12.157682	-27.795831	-77.867480	-76.083878	-72.970899	-69.234158	-65.281843	-61.393959	-57.704742	
73.300000	-57.961338	-56.941672	-55.921228	-54.899457	-53.875415	-52.847490	-51.812897	-50.766737	-49.700102	-48.595733	-47.415946	-46.054845	-12.746683	-46.244970	-43.484059	-39.271328	-14.049277	-73.997890	-61.849528	-53.430650	-48.132835	-44.473725	-41.428753	-37.255242	30.385704	-4.748025	-13.625397	-53.697557	-77.699976	-75.369253	-71.975540	-68.063181	-64.030540	-60.127926	-56.462928	
73.400000	-57.961337	-56.941671	-55.921227	-54.899455	-53.875414	-52.847492	-51.812904	-50.766757	-49.700152	-48.595851	-47.416243	-46.055756	-13.053745	-46.156989	-43.423634	-38.886341	-15.184616	-73.188090	-60.959722	-52.777644	-47.654458	-44.090087	-41.024817	-36.132620	17.653026	-6.801376	-15.220327	-71.683734	-77.301013	-74.574680	-70.923332	-66.863971	-62.774982	-58.874365	-55.244356	
73.500000	-57.961337	-56.941670	-55.921226	-54.899454	-53.875414	-52.847494	-51.812912	-50.766778	-49.700201	-48.595969	-47.416540	-46.056663	-13.368426	-46.072385	-43.363669	-38.417984	-16.553582	-72.338355	-60.092144	-52.150134	-47.195741	-43.717011	-40.606228	-34.461666	9.807609	-8.571879	-17.218241	-76.760867	-76.778037	-73.705487	-69.822756	-65.644901	-61.521646	-57.637748	-54.051903	
73.600000	-57.961336	-56.941669	-55.921225	-54.899453	-53.875414	-52.847496	-51.812920	-50.766799	-49.700251	-48.596086	-47.416836	-46.057567	-13.697106	-45.991004	-43.304113	-37.824730	-18.534275	-71.455707	-59.248189	-51.547568	-46.755700	-43.352636	-40.164460	-31.376929	4.516846	-10.153271	-20.495864	-77.837965	-76.160793	-72.767867	-68.682558	-64.413804	-60.276269	-56.421884	-52.887927	
73.700000	-57.961335	-56.941668	-55.921224	-54.899453	-53.875414	-52.847499	-51.812928	-50.766820	-49.700300	-48.596203	-47.417130	-46.058468	-14.031847	-45.912678	-43.244915	-37.032788	-22.599817	-70.547235	-58.428899	-50.969324	-46.333288	-42.995082	-39.689204	-22.051461	0.630638	-11.622267	-29.903899	-77.850005	-75.459308	-71.769015	-67.511449	-63.177860	-59.043864	-55.229979	-51.754307	
73.800000	-57.961334	-56.941667	-55.921223	-54.899452	-53.875414	-52.847501	-51.812936	-50.766840	-49.700349	-48.596320	-47.417423	-46.059365	-14.383170	-45.837211	-43.186025	-35.886580	-38.086435	-69.619863	-57.635014	-50.414721	-45.927432	-42.642421	-39.164230	17.569967	-2.377313	-13.055766	-57.151322	-77.529923	-74.679084	-70.716929	-66.317852	-61.943538	-57.828748	-54.064683	-50.652490	
73.900000	-57.961334	-56.941666	-55.921222	-54.899451	-53.875414	-52.847504	-51.812945	-50.766861	-49.700399	-48.596436	-47.417715	-46.060259	-14.765585	-45.764436	-43.127397	-33.986149	-65.066591	-68.680166	-56.867010	-49.883029	-45.537038	-42.292052	-38.566016	39.135150	-4.800493	-14.554667	-72.829478	-77.060590	-73.825343	-69.620092	-65.109705	-60.716576	-56.634593	-52.928146	-49.583510	
74.000000	-57.961333	-56.941665	-55.921221	-54.899450	-53.875415	-52.847507	-51.812953	-50.766882	-49.700448	-48.596552	-47.418006	-46.061149	-15.175582	-45.694210	-43.068981	-29.833237	-75.380920	-67.734246	-56.125134	-49.373473	-45.160901	-41.941453	-37.854463	26.274187	-6.822494	-16.308783	-77.055432	-76.490644	-72.904158	-68.487150	-63.894342	-59.501988	-55.464473	-51.822064	-48.547996	
74.100000	-57.961333	-56.941664	-55.921220	-54.899450	-53.875415	-52.847510	-51.812961	-50.766903	-49.700497	-48.596668	-47.418296	-46.062036	-15.647689	-45.626409	-43.010732	-11.906014	-77.908468	-66.787644	-55.409443	-48.885245	-44.797888	-41.587663	-36.958419	15.168491	-8.567348	-18.821235	-77.911876	-75.834806	-71.922600	-67.326625	-62.678405	-58.304097	-54.320922	-50.747721	-47.546152	
74.200000	-57.961332	-56.941664	-55.921219	-54.899449	-53.875416	-52.847513	-51.812970	-50.766924	-49.700546	-48.596783	-47.418584	-46.062918	-16.206698	-45.560916	-42.952576	35.142340	-78.364294	-65.845300	-54.719829	-48.417506	-44.446711	-41.226531	-35.730473	8.245548	-10.125958	-24.244598	-77.866608	-75.099455	-70.888537	-66.146684	-61.467816	-57.126581	-53.205986	-49.706010	-46.577698	
74.300000	-57.961332	-56.941663	-55.921219	-54.899449	-53.875416	-52.847516	-51.812979	-50.766945	-49.700595	-48.596897	-47.418872	-46.063797	-16.933824	-45.497627	-42.894284	36.794852	-78.260266	-64.911545	-54.056044	-47.969383	-44.106029	-40.853819	-33.799173	3.431689	-11.572053	-44.707262	-77.530715	-74.289584	-69.810325	-64.954972	-60.267779	-55.972519	-52.121271	-48.697447	-45.641766	
74.400000	-57.961331	-56.941662	-55.921218	-54.899449	-53.875417	-52.847519	-51.812987	-50.766966	-49.700644	-48.597012	-47.419157	-46.064672	-17.992099	-45.436444	-42.835650	23.545474	-77.963279	-63.990109	-53.417727	-47.539994	-43.774603	-40.463577	-29.832830	-0.165007	-12.979700	-68.266046	-77.057407	-73.410758	-68.696489	-63.758500	-59.082795	-54.844452	-51.067981	-47.722156	-44.736729	
74.500000	-57.961331	-56.941662	-55.921217	-54.899448	-53.875418	-52.847522	-51.812996	-50.766988	-49.700693	-48.597126	-47.419442	-46.065542	-19.892062	-45.377272	-42.776537	14.619140	-77.565820	-63.084153	-52.804420	-47.128408	-43.450887	-40.047556	-14.614308	-2.981493	-14.442580	-75.972760	-76.487837	-72.469537	-67.555434	-62.563583	-57.916710	-53.744428	-50.046953	-46.779822	-43.859943	
74.600000	-57.961330	-56.941661	-55.921217	-54.899448	-53.875418	-52.847525	-51.813005	-50.767009	-49.700742	-48.597239	-47.419725	-46.066409	-24.903474	-45.320024	-42.716838	8.637886	-77.093019	-62.196310	-52.215584	-46.733712	-43.133294	-39.595663	30.188403	-5.271571	-16.135760	-77.763256	-75.834767	-71.473374	-66.395222	-61.375820	-56.772760	-52.674061	-49.058666	-45.869615	-43.007380	
74.700000	-57.961330	-56.941661	-55.921216	-54.899448	-53.875419	-52.847528	-51.813014	-50.767030	-49.700791	-48.597352	-47.420007	-46.067271	-45.399309	-45.264618	-42.656460	4.302273	-76.552975	-61.328728	-51.650616	-46.354934	-42.820378	-39.091261	36.655028	-7.198163	-18.500283	-77.982057	-75.104078	-70.430342	-65.223400	-60.200102	-55.653624	-51.634568	-48.103246	-44.990045	-42.173082	
74.800000	-57.961330	-56.941660	-55.921216	-54.899448	-53.875420	-52.847532	-51.813023	-50.767051	-49.700839	-48.597465	-47.420288	-46.068129	-68.553926	-45.210975	-42.595317	1.000991	-75.949834	-60.483123	-51.108857	-45.991104	-42.510207	-38.510912	22.585000	-8.873232	-23.325679	-77.747317	-74.300669	-69.348808	-64.046889	-59.040640	-54.561479	-50.626804	-47.180434	-44.138775	-41.348327	
74.900000	-57.961329	-56.941660	-55.921216	-54.899448	-53.875421	-52.847535	-51.813032	-50.767072	-49.700887	-48.597577	-47.420567	-46.068983	-76.217217	-45.159020	-42.533321	-1.602755	-75.287478	-59.660823	-50.589608	-45.641269	-42.200611	-37.813732	13.013036	-10.379049	-41.421439	-77.334649	-73.430105	-68.237137	-62.871924	-57.901008	-53.498053	-49.651292	-46.289530	-43.312321	-40.520280	
75.000000	-57.961329	-56.941659	-55.921215	-54.899448	-53.875422	-52.847539	-51.813040	-50.767093	-49.700936	-48.597689	-47.420845	-46.069832	-78.084843	-45.108685	-42.470383	-3.717277	-74.570517	-58.862816	-50.092129	-45.304367	-41.889607	-36.927113	6.845278	-11.786866	-66.707335	-76.815474	-72.498941	-67.103440	-61.704033	-56.784195	-52.464669	-48.708225	-45.429301	-42.505637	-39.669668	
75.100000	-57.961329	-56.941659	-55.921215	-54.899448	-53.875423	-52.847542	-51.813049	-50.767114	-49.700984	-48.597800	-47.421122	-46.070677	-78.401605	-45.059901	-42.406410	-5.479576	-73.804453	-58.089796	-49.615658	-44.979405	-41.574533	-35.699740	2.444854	-13.166331	-75.597925	-76.210214	-71.514595	-65.955384	-60.548041	-55.692656	-51.462287	-47.797463	-44.597834	-41.711488	-38.766322	
75.200000	-57.961328	-56.941659	-55.921215	-54.899448	-53.875424	-52.847546	-51.813058	-50.767135	-49.701032	-48.597910	-47.421397	-46.071517	-78.275301	-45.012606	-42.341302	-6.984004	-72.995531	-57.342198	-49.159403	-44.665395	-41.251848	-33.746779	-0.892611	-14.615302	-77.718859	-75.526413	-70.485061	-64.800057	-59.408099	-54.628368	-50.491541	-46.918501	-43.792329	-40.919500	-37.759630	
75.300000	-57.961328	-56.941658	-55.921214	-54.899448	-53.875425	-52.847549	-51.813068	-50.767156	-49.701079	-48.598021	-47.421671	-46.072354	-77.984081	-44.966734	-42.274954	-8.296232	-72.150479	-56.620242	-48.722561	-44.361170	-40.918062	-29.664540	-3.534416	-16.314436	-78.030966	-74.768946	-69.418596	-63.643889	-58.287730	-53.592881	-49.552752	-46.070412	-43.008808	-40.114592	-36.555296	
75.400000	-57.961328	-56.941658	-55.921214	-54.899448	-53.875427	-52.847553	-51.813077	-50.767177	-49.701127	-48.598130	-47.421943	-46.073185	-77.601867	-44.922177	-42.207256	-9.465939	-71.276242	-55.923956	-48.304305	-44.065671	-40.568433	-13.491792	-5.701686	-18.744708	-77.833006	-73.942890	-68.323426	-62.492616	-57.189874	-52.587360	-48.645943	-45.251755	-42.241721	-39.273973	-34.947915	
75.500000	-57.961328	-56.941658	-55.921214	-54.899448	-53.875428	-52.847557	-51.813086	-50.767198	-49.701174	-48.598240	-47.422214	-46.074012	-77.150385	-44.878837	-42.138086	-10.530517	-70.379725	-55.253216	-47.903804	-43.777902	-40.195921	31.564416	-7.538782	-23.928293	-77.444097	-73.054245	-67.207504	-61.351273	-56.116945	-51.612633	-47.770832	-44.460446	-41.483282	-38.361234	-32.364784	
75.600000	-57.961327	-56.941657	-55.921214	-54.899449	-53.875429	-52.847560	-51.813095	-50.767219	-49.701221	-48.598348	-47.422484	-46.074835	-76.637573	-44.836639	-42.067316	-11.521110	-69.467592	-54.607761	-47.520223	-43.496567	-39.792543	36.415073	-9.146789	-43.629029	-76.946219	-72.109953	-66.078329	-60.224215	-55.070881	-50.669215	-46.926801	-43.693558	-40.722466	-37.313182	-26.292817	
75.700000	-57.961327	-56.941657	-55.921214	-54.899449	-53.875430	-52.847564	-51.813104	-50.767240	-49.701269	-48.598457	-47.422752	-46.075653	-76.068004	-44.795527	-41.994808	-12.466558	-68.546107	-53.987221	-47.152697	-43.220387	-39.345654	22.399910	-10.601944	-67.831251	-76.362423	-71.117663	-64.942817	-59.115156	-54.053199	-49.757336	-46.112855	-42.947069	-39.943360	-36.005837	0.451338	
75.800000	-57.961327	-56.941657	-55.921213	-54.899449	-53.875432	-52.847568	-51.813113	-50.767261	-49.701315	-48.598564	-47.423019	-46.076466	-75.445947	-44.755450	-41.920285	-13.398605	-67.621024	-53.391138	-46.800397	-42.948254	-38.836818	12.987254	-11.970208	-75.914335	-75.700816	-70.085427	-63.807231	-58.027213	-53.065039	-48.876953	-45.327541	-42.215517	-39.122068	-34.146881	36.164094	
75.900000	-57.961327	-56.941657	-55.921213	-54.899449	-53.875433	-52.847571	-51.813122	-50.767282	-49.701362	-48.598671	-47.423284	-46.077275	-74.776208	-44.716363	-41.843158	-14.358927	-66.697528	-52.818974	-46.462454	-42.678860	-38.237195	6.884882	-13.319391	-77.812186	-74.966256	-69.021393	-62.677141	-56.962960	-52.107207	-48.027748	-44.568842	-41.491413	-38.220160	-30.798291	29.047094	
76.000000	-57.961327	-56.941656	-55.921213	-54.899450	-53.875434	-52.847575	-51.813131	-50.767302	-49.701409	-48.598778	-47.423548	-46.078079	-74.064268	-44.678227	-41.762923	-15.415697	-65.780204	-52.270135	-46.137995	-42.410425	-37.496907	2.518411	-14.748523	-78.069893	-74.163628	-67.933540	-61.557430	-55.924479	-51.180210	-47.209111	-43.834015	-40.764314	-37.170168	-20.626148	16.259051	
76.100000	-57.961326	-56.941656	-55.921213	-54.899450	-53.875436	-52.847579	-51.813140	-50.767323	-49.701455	-48.598884	-47.423810	-46.078878	-73.316143	-44.641003	-41.679152	-16.709088	-64.873039	-51.743977	-45.826208	-42.141338	-36.520949	-0.797230	-16.441114	-77.860420	-73.298696	-66.829478	-60.452310	-54.913418	-50.284283	-46.420111	-43.119410	-40.019427	-35.837513	18.529166	8.510155	
76.200000	-57.961326	-56.941656	-55.921213	-54.899451	-53.875437	-52.847583	-51.813149	-50.767344	-49.701501	-48.598990	-47.424071	-46.079672	-72.538160	-44.604657	-41.591428	-18.607872	-63.979442	-51.239817	-45.526212	-41.870079	-35.099037	-3.422440	-18.902537	-77.471987	-72.378175	-65.716289	-59.365363	-53.931031	-49.419408	-45.659436	-42.420181	-39.234901	-33.895992	36.948692	3.313695	
76.300000	-57.961326	-56.941656	-55.921213	-54.899451	-53.875439	-52.847587	-51.813158	-50.767364	-49.701547	-48.599095	-47.424331	-46.080462	-71.736728	-44.569154	-41.499310	-22.553127	-63.102276	-50.756941	-45.237113	-41.594353	-32.632977	-5.575109	-24.306087	-76.978889	-71.409516	-64.600437	-58.299589	-52.978231	-48.585318	-44.925316	-41.729795	-38.376101	-30.249171	23.634028	-0.513986	
76.400000	-57.961326	-56.941656	-55.921213	-54.899451	-53.875440	-52.847591	-51.813168	-50.767385	-49.701593	-48.599200	-47.424589	-46.081248	-70.918121	-44.534462	-41.402315	-37.680705	-62.243905	-50.294615	-44.958114	-41.311243	-26.386655	-7.397689	-44.934896	-76.402159	-70.400608	-63.487716	-57.257452	-52.055626	-47.781501	-44.215431	-41.039436	-37.383570	-18.160039	12.996044	-3.495379	
76.500000	-57.961326	-56.941656	-55.921213	-54.899452	-53.875442	-52.847595	-51.813177	-50.767405	-49.701638	-48.599304	-47.424846	-46.082028	-70.088316	-44.500552	-41.299897	-64.824135	-61.406236	-49.852086	-44.688392	-41.017942	3.661386	-8.989842	-68.459775	-75.749343	-69.359477	-62.383234	-56.240943	-51.163550	-47.007177	-43.526751	-40.337013	-36.142078	23.304859	6.422431	-5.920050	
76.600000	-57.961326	-56.941656	-55.921213	-54.899452	-53.875443	-52.847598	-51.813186	-50.767425	-49.701684	-48.599407	-47.425101	-46.082804	-69.252864	-44.467394	-41.191436	-75.338203	-60.590771	-49.428590	-44.426984	-40.711060	39.421230	-10.424829	-76.100920	-75.025133	-68.294014	-61.291426	-55.251621	-50.302094	-46.261272	-42.855310	-39.604945	-34.385324	36.240339	1.823090	-7.971229	
76.700000	-57.961326	-56.941655	-55.921213	-54.899453	-53.875445	-52.847602	-51.813195	-50.767446	-49.701729	-48.599510	-47.425355	-46.083575	-68.416814	-44.434961	-41.076219	-77.924835	-59.798651	-49.023352	-44.173037	-40.384928	31.039198	-11.766985	-77.879304	-74.234345	-67.211768	-60.216087	-54.290671	-49.471117	-45.542368	-42.196005	-38.816635	-31.289210	22.328011	-1.644217	-9.776858	
76.800000	-57.961325	-56.941655	-55.921213	-54.899453	-53.875446	-52.847606	-51.813204	-50.767466	-49.701774	-48.599613	-47.425608	-46.084341	-67.584665	-44.403226	-40.953405	-78.400729	-59.030704	-48.635602	-43.925803	-40.033052	18.451879	-13.078210	-78.110157	-73.382683	-66.119784	-59.160412	-53.358942	-48.670260	-44.848628	-41.542137	-37.928833	-22.456709	12.260157	-4.389831	-11.438053	
76.900000	-57.961325	-56.941655	-55.921213	-54.899454	-53.875448	-52.847610	-51.813213	-50.767486	-49.701819	-48.599715	-47.425859	-46.085103	-66.760356	-44.372165	-40.821384	-78.308729	-58.287484	-48.264552	-43.684399	-39.647203	10.598233	-14.442426	-77.898057	-72.476787	-65.024509	-58.127047	-52.456989	-47.898946	-44.177728	-40.884621	-36.863384	14.442628	5.952559	-6.654680	-13.054885	
77.000000	-57.961325	-56.941655	-55.921213	-54.899454	-53.875449	-52.847614	-51.813222	-50.767506	-49.701863	-48.599817	-47.426109	-46.085860	-65.947276	-44.341754	-40.677775	-78.022968	-57.569311	-47.909432	-43.447753	-39.213343	5.272329	-16.011377	-77.514323	-71.524013	-63.931730	-57.118141	-51.585110	-47.156365	-43.526734	-40.211175	-35.457640	37.736287	1.495001	-8.596775	-14.758641	
77.100000	-57.961325	-56.941655	-55.921214	-54.899455	-53.875451	-52.847618	-51.813231	-50.767526	-49.701908	-48.599917	-47.426357	-46.086612	-65.148289	-44.311970	-40.520187	-77.637628	-56.876303	-47.569474	-43.214953	-38.712654	1.359680	-18.154249	-77.028985	-70.532135	-62.846559	-56.135401	-50.743369	-46.441460	-42.891879	-39.504091	-33.291478	25.284212	-1.883924	-10.330542	-16.809087	
77.200000	-57.961325	-56.941655	-55.921214	-54.899455	-53.875453	-52.847622	-51.813240	-50.767546	-49.701952	-48.600018	-47.426604	-46.087360	-64.365769	-44.282791	-40.345969	-77.178240	-56.208412	-47.243892	-42.985200	-38.113091	-1.661551	-22.269376	-76.461927	-69.509049	-61.773441	-55.180139	-49.931616	-45.752880	-42.268464	-38.736311	-28.780372	14.054732	-4.569957	-11.952822	-19.976397	
77.300000	-57.961325	-56.941655	-55.921214	-54.899456	-53.875454	-52.847626	-51.813249	-50.767566	-49.701996	-48.600118	-47.426849	-46.088102	-63.601644	-44.254197	-40.151961	-76.652964	-55.565443	-46.931941	-42.757576	-37.360345	-4.084474	-37.084797	-75.820345	-68.462509	-60.716180	-54.253318	-49.149508	-45.088941	-41.650400	-37.863768	-10.791579	7.172267	-6.792889	-13.564819	-28.222267	
77.400000	-57.961325	-56.941655	-55.921214	-54.899457	-53.875456	-52.847630	-51.813258	-50.767586	-49.702039	-48.600217	-47.427093	-46.088840	-62.857442	-44.226167	-39.934226	-76.065899	-54.947085	-46.632880	-42.530699	-36.347297	-6.092551	-64.235124	-75.108797	-67.399924	-59.677985	-53.355600	-48.396508	-44.447581	-41.029630	-36.806400	31.754974	2.406774	-8.704374	-15.321247	-54.269549	
77.500000	-57.961325	-56.941655	-55.921214	-54.899457	-53.875458	-52.847634	-51.813267	-50.767606	-49.702083	-48.600316	-47.427336	-46.089574	-62.134334	-44.198683	-39.686188	-75.420825	-54.352929	-46.345928	-42.303314	-34.829533	-7.808610	-75.020484	-74.332004	-66.328202	-58.661515	-52.487377	-47.671886	-43.826218	-40.395584	-35.396165	33.706910	-1.161361	-10.415333	-17.560864	-71.688718	
77.600000	-57.961325	-56.941655	-55.921214	-54.899458	-53.875459	-52.847638	-51.813275	-50.767625	-49.702126	-48.600414	-47.427577	-46.090302	-61.433181	-44.171726	-39.397369	-74.722222	-53.782486	-46.070369	-42.074303	-32.070718	-9.319267	-77.685708	-73.495582	-65.253654	-57.668934	-51.648807	-46.974707	-43.221707	-39.733075	-33.193972	19.714963	-3.970619	-12.020323	-21.444204	-76.574255	
77.700000	-57.961325	-56.941655	-55.921214	-54.899458	-53.875461	-52.847641	-51.813284	-50.767645	-49.702169	-48.600512	-47.427817	-46.091026	-60.754569	-44.145279	-39.054741	-73.975452	-53.235199	-45.805527	-41.842509	-24.277218	-10.692176	-78.155054	-72.606067	-64.181940	-56.701958	-50.839837	-46.303821	-42.630168	-39.019876	-28.505838	10.772354	-6.274536	-13.619344	-33.886346	-77.575362	
77.800000	-57.961325	-56.941655	-55.921215	-54.899459	-53.875462	-52.847645	-51.813293	-50.767664	-49.702212	-48.600609	-47.428055	-46.091746	-60.098856	-44.119325	-38.639390	-73.186607	-52.710464	-45.550647	-41.605915	12.463663	-11.984349	-78.024715	-71.670699	-63.118054	-55.761912	-50.060227	-45.657821	-42.046652	-38.220985	-9.238814	4.984155	-8.237562	-15.367067	-61.356275	-77.526446	
